iteration,clf__alpha,clf__l1_ratio,clf__n_iter,kbest__percentile,vec__max_df,vec__min_df,vec__ngram_range,vec__sublinear_tf,scores_10_fold_cv
824,1.30E-05,0.001450583,40,56.95823192,0.764797982,2,"(1, 3)",TRUE,0.966085949
825,1.94E-05,8.69E-05,75,50.08732974,0.778143501,2,"(1, 3)",TRUE,0.966393173
826,4.21E-05,0.064724659,60,53.89845581,0.771746554,2,"(1, 3)",TRUE,0.966242949
827,6.59E-05,0.090686919,75,58.66011565,0.707562357,2,"(1, 3)",TRUE,0.964863812
828,3.05E-05,0.128120277,45,59.88944096,0.734048775,2,"(1, 3)",TRUE,0.96482861
829,8.03E-05,0.040601531,75,58.13373425,0.756894481,1,"(1, 1)",TRUE,0.960654367
830,5.22E-05,0.019127488,75,50.05256902,0.786480968,2,"(1, 2)",TRUE,0.966142233
831,2.35E-05,0.108752133,70,50.00377387,0.778333549,2,"(1, 3)",TRUE,0.965437145
832,1.68E-05,0.062172414,45,52.35865374,0.70008389,2,"(1, 3)",TRUE,0.965598038
833,9.92E-05,0.076642445,75,60.87907995,0.743347827,2,"(1, 3)",TRUE,0.964009889
834,3.84E-05,0.036977986,50,56.27868914,0.762999048,2,"(1, 3)",TRUE,0.966628114
835,6.79E-05,0.146714168,20,54.67963667,0.751552772,3,"(1, 3)",TRUE,0.96394139
836,1.07E-05,0.483494761,75,51.28458224,0.72742768,2,"(1, 3)",TRUE,0.960954261
837,2.86E-05,0.016778423,35,61.84761681,0.767555812,2,"(1, 3)",FALSE,0.965582162
838,1.30E-05,0.098711519,45,53.14924189,0.782557322,2,"(1, 3)",TRUE,0.965277914
839,4.83E-05,0.001165232,75,75.10193552,0.73767875,2,"(1, 3)",TRUE,0.966022826
840,3.47E-05,0.053691793,40,56.95986448,0.757229018,1,"(1, 1)",TRUE,0.958945445
841,1.93E-05,0.120301338,25,55.41787987,0.789088275,2,"(1, 2)",TRUE,0.964726616
842,9.94E-05,0.001271216,75,53.92157732,0.71251934,2,"(1, 3)",TRUE,0.966176302
843,6.64E-05,0.073857405,75,59.80323778,0.746825816,2,"(1, 3)",TRUE,0.96546525
844,4.59E-05,0.033778212,45,81.19918314,0.802483868,2,"(1, 3)",TRUE,0.966092798
845,8.21E-05,0.000202602,65,58.45874669,0.836473578,3,"(1, 3)",TRUE,0.966054634
846,2.60E-05,0.717858968,75,57.66732333,0.771344794,2,"(1, 3)",TRUE,0.959037652
847,9.98E-05,0.090699164,60,87.3566813,0.777649755,2,"(1, 3)",FALSE,0.962930656
848,1.55E-05,0.053376181,75,52.3362923,0.794844095,2,"(1, 3)",TRUE,0.964949078
849,5.90E-05,0.138590008,70,56.21160756,0.719235962,2,"(1, 3)",TRUE,0.964237425
850,3.56E-05,0.03180702,45,54.21314416,0.762342239,2,"(1, 3)",TRUE,0.966435662
851,2.32E-05,0.000428226,20,51.25084055,0.856934189,1,"(1, 1)",TRUE,0.95707188
852,8.74E-06,0.020000123,75,60.77678967,0.808977389,2,"(1, 2)",TRUE,0.964456643
853,4.04E-05,0.564590603,50,59.09821471,0.818691988,2,"(1, 3)",TRUE,0.959900094
854,5.29E-05,0.116334194,75,55.00261371,0.829317605,2,"(1, 3)",TRUE,0.964779754
855,1.80E-05,0.077206755,45,52.90630126,0.799038081,2,"(1, 3)",TRUE,0.965530896
856,2.91E-05,0.057043024,35,62.40418411,0.848518599,3,"(1, 3)",TRUE,0.964826536
857,6.94E-05,0.000665809,75,57.21285114,0.755923061,2,"(1, 3)",FALSE,0.96610461
858,1.16E-05,0.977258347,25,55.34799046,0.784066114,2,"(1, 3)",TRUE,0.945132025
859,2.31E-05,0.162476995,40,51.11533091,0.773291265,2,"(1, 3)",TRUE,0.964440255
860,4.10E-05,0.094320149,65,56.1918812,0.790592904,2,"(1, 3)",TRUE,0.965567879
861,3.05E-05,0.03564231,75,60.18411855,0.840153232,2,"(1, 3)",TRUE,0.965501604
862,1.20E-08,0.06652676,75,94.97685032,0.733006517,2,"(1, 1)",TRUE,0.942468443
863,5.68E-05,0.014888125,45,53.98729418,0.803543869,1,"(1, 2)",TRUE,0.965000839
864,7.98E-05,0.137306692,75,50.09682406,0.746945976,2,"(1, 3)",TRUE,0.963344204
865,1.47E-05,0.04746684,30,63.96679289,0.811283183,2,"(1, 3)",TRUE,0.965068411
866,9.94E-05,0.113971408,60,58.82355867,0.700124419,2,"(1, 3)",TRUE,0.963295122
867,9.94E-06,0.000301205,55,61.56301441,0.998286492,3,"(1, 3)",FALSE,0.962081033
868,1.00E-04,0.090116903,75,52.01324304,0.768160843,2,"(1, 3)",TRUE,0.963578065
869,6.20E-08,0.787172792,45,50.01158099,0.738709997,2,"(1, 3)",TRUE,0.95309584
870,2.00E-05,0.018680203,20,57.01247104,0.779247613,2,"(1, 3)",TRUE,0.965860994
871,5.69E-06,0.000223665,70,57.65471806,0.760129441,2,"(1, 3)",TRUE,0.964944817
872,4.74E-05,0.056191968,75,52.92756134,0.725841813,2,"(1, 3)",TRUE,0.96577287
873,3.53E-05,0.032253341,75,62.49965365,0.821473411,1,"(1, 1)",TRUE,0.958822999
874,8.07E-05,0.078637089,50,54.97931115,0.862976924,2,"(1, 2)",TRUE,0.964639711
875,5.48E-05,0.154028482,45,59.29816529,0.79662281,2,"(1, 3)",TRUE,0.964281737
876,2.79E-05,0.000524658,35,56.0570264,0.751859502,2,"(1, 3)",TRUE,0.966097196
877,1.72E-05,0.102076904,75,58.22278265,0.835084481,2,"(1, 3)",FALSE,0.964556456
878,1.30E-05,0.128833876,25,53.53241372,0.852382349,2,"(1, 3)",TRUE,0.964646004
879,6.65E-05,0.016879731,40,60.72421713,0.78573496,2,"(1, 3)",TRUE,0.966244161
880,7.57E-06,0.040471536,75,51.49798682,0.81477826,2,"(1, 3)",TRUE,0.965015141
881,4.45E-09,0.064147851,75,63.48931621,0.767781655,3,"(1, 3)",TRUE,0.953654124
882,3.47E-05,0.179930383,65,54.79657892,0.791295359,2,"(1, 3)",TRUE,0.964547284
883,4.23E-05,0.085591892,45,52.44483004,0.843279318,2,"(1, 3)",TRUE,0.965270306
884,9.93E-05,0.031145923,60,59.69256205,0.775272952,1,"(1, 1)",TRUE,0.960730656
885,2.26E-05,0.00081603,30,56.61583624,0.830588964,2,"(1, 2)",TRUE,0.965519979
886,5.77E-05,0.052076253,75,54.11028981,0.806354244,2,"(1, 3)",TRUE,0.965921382
887,8.25E-05,0.110528539,55,61.52789787,0.741514643,2,"(1, 3)",FALSE,0.962976825
888,3.04E-05,0.020308935,75,58.37821656,0.755424674,2,"(1, 3)",TRUE,0.966372634
889,4.76E-05,0.073898292,70,79.29540774,0.798349882,2,"(1, 3)",TRUE,0.964824309
890,9.99E-06,0.134179864,45,72.00214112,0.783903162,3,"(1, 3)",TRUE,0.962488048
891,2.70E-07,0.04733343,20,55.77671379,0.826887838,2,"(1, 3)",TRUE,0.952175037
892,1.50E-05,0.01746924,75,65.52828427,0.821244836,2,"(1, 3)",TRUE,0.965452152
893,2.07E-05,0.166299097,50,50.05745875,0.706455822,2,"(1, 3)",TRUE,0.965167907
894,9.93E-05,0.095205518,75,51.13785866,0.778787175,2,"(1, 3)",TRUE,0.963670162
895,6.98E-05,0.03452869,45,57.28251664,0.772231924,1,"(1, 1)",TRUE,0.960876386
896,2.71E-05,0.066345079,35,60.42538785,0.719066303,2,"(1, 2)",TRUE,0.96511363
897,3.95E-05,0.001475563,75,53.40778647,0.762427481,2,"(1, 3)",FALSE,0.96600638
898,1.16E-07,0.000885541,25,55.31600864,0.746172303,2,"(1, 3)",TRUE,0.953803121
899,1.25E-05,0.535480267,40,52.01371952,0.729859723,2,"(1, 3)",TRUE,0.960573377
900,5.67E-05,0.212653295,65,64.48617378,0.815089204,2,"(1, 3)",TRUE,0.963088594
901,2.31E-05,0.641817981,75,62.96536755,0.789904735,3,"(1, 3)",TRUE,0.958375014
902,1.68E-05,0.464034554,75,56.66367713,0.803048668,2,"(1, 3)",TRUE,0.960608631
903,1.79E-07,0.108694447,45,57.97377471,0.752397643,2,"(1, 3)",TRUE,0.953882248
904,3.36E-05,0.082067552,60,54.13989124,0.765662314,2,"(1, 3)",TRUE,0.966139166
905,7.76E-05,0.046001652,30,59.7358315,0.73598066,2,"(1, 3)",TRUE,0.965359867
906,6.10E-07,0.141207406,75,52.8260861,0.870412203,1,"(1, 1)",TRUE,0.943582306
907,4.86E-05,0.016418118,55,61.97315094,0.857240651,2,"(1, 2)",FALSE,0.965801604
908,6.79E-06,0.063984563,75,58.96020627,0.839082727,2,"(1, 3)",TRUE,0.964027884
909,4.34E-05,0.120071221,45,51.07389636,0.810002752,2,"(1, 3)",TRUE,0.964971394
910,6.56E-05,0.674697877,70,89.25655178,0.849038702,2,"(1, 3)",TRUE,0.956855516
911,2.52E-05,0.029630443,20,55.30340087,0.794371961,2,"(1, 3)",TRUE,0.966315056
912,9.13E-06,0.191599296,75,57.88154789,0.779546049,3,"(1, 3)",TRUE,0.96142468
913,5.06E-06,0.095662828,75,56.02330521,0.770671857,2,"(1, 3)",TRUE,0.963778409
914,3.34E-05,0.040882887,50,61.101672,0.757757914,2,"(1, 3)",TRUE,0.966002308
915,8.25E-05,0.155221387,45,54.41299435,0.831208059,2,"(1, 3)",TRUE,0.962867322
916,1.86E-05,0.001187701,75,52.71892517,0.816903654,2,"(1, 3)",TRUE,0.96673242
917,1.22E-05,0.063826891,35,50.15022593,0.788291131,1,"(1, 1)",FALSE,0.953983369
918,9.90E-05,0.608524649,25,66.05117887,0.800847534,2,"(1, 2)",TRUE,0.954529176
919,5.63E-05,0.017836301,65,56.58042107,0.743338082,2,"(1, 3)",TRUE,0.966237532
920,3.99E-05,0.08862494,75,51.78889565,0.71399783,2,"(1, 3)",TRUE,0.965876655
921,1.61E-05,0.000791882,40,50.04213342,0.750669584,2,"(1, 3)",TRUE,0.965260289
922,8.65E-08,0.000655871,75,73.8249853,0.823801675,2,"(1, 3)",TRUE,0.953731268
923,2.78E-05,0.125101943,45,59.18009371,0.726647435,3,"(1, 3)",TRUE,0.964171931
924,2.13E-05,0.052679577,60,53.99377931,0.80712226,2,"(1, 3)",TRUE,0.965919493
925,6.79E-05,0.507457913,30,62.86053721,0.845724169,2,"(1, 3)",TRUE,0.958292864
926,3.20E-05,0.939188338,75,60.5533105,0.762709221,2,"(1, 3)",TRUE,0.955652509
927,4.54E-05,0.03023205,75,67.65151849,0.78613676,2,"(1, 3)",FALSE,0.965042303
928,7.57E-07,0.000596915,55,57.023368,0.776180286,1,"(1, 1)",TRUE,0.946893537
929,1.14E-05,7.47E-07,45,55.43736105,0.79517846,2,"(1, 2)",TRUE,0.964716493
930,1.00E-04,0.074388373,70,53.32422768,0.836704124,2,"(1, 3)",TRUE,0.963841745
931,8.04E-06,0.815319977,20,64.77911741,0.768116424,2,"(1, 3)",TRUE,0.949562765
932,5.53E-05,0.114462941,75,51.98126666,0.737026018,2,"(1, 3)",TRUE,0.964820797
933,8.42E-05,0.039094046,50,50.9181576,0.861793565,2,"(1, 3)",TRUE,0.9654925
934,2.59E-05,0.021175988,75,70.67085498,0.780601547,3,"(1, 3)",TRUE,0.964623971
935,3.86E-05,0.098423005,45,58.04945471,0.82798774,2,"(1, 3)",TRUE,0.965223698
936,1.44E-05,0.173892055,35,61.71044484,0.811864397,2,"(1, 3)",TRUE,0.963644635
937,2.00E-05,0.145986938,75,54.72202382,0.802660863,2,"(1, 3)",FALSE,0.964186985
938,6.90E-05,0.057934685,40,59.98691375,0.759834088,2,"(1, 3)",TRUE,0.964999132
939,5.01E-05,0.086594511,25,59.07894751,0.819204788,1,"(1, 1)",TRUE,0.959824933
940,9.94E-05,0.069340883,75,63.82272963,0.791969733,2,"(1, 2)",TRUE,0.964339099
941,1.13E-09,0.019383106,65,56.10686188,0.746422448,2,"(1, 3)",TRUE,0.952665747
942,2.86E-05,0.042380657,75,57.24545768,0.724083919,2,"(1, 3)",TRUE,0.966195303
943,3.90E-05,0.00020125,45,99.67019782,0.773751906,2,"(1, 3)",TRUE,0.966206905
944,6.12E-05,0.126840398,60,53.37167437,0.782674568,2,"(1, 3)",TRUE,0.964090178
945,1.70E-05,0.227702655,30,50.01768638,0.877091035,3,"(1, 3)",TRUE,0.962002755
946,2.31E-05,0.108677955,75,54.61932703,0.753632282,2,"(1, 3)",TRUE,0.965141129
947,6.58E-06,0.913745947,75,57.91314916,0.765784251,2,"(1, 3)",TRUE,0.947952797
948,9.96E-05,0.340120302,45,52.42344854,0.79941289,2,"(1, 3)",FALSE,0.958278655
949,1.10E-05,0.050749747,20,62.18649051,0.833930012,2,"(1, 3)",TRUE,0.96477578
950,3.21E-05,0.076762884,55,60.93521774,0.732533413,1,"(1, 1)",TRUE,0.958639055
951,4.89E-05,0.766492607,75,66.82024474,0.806397126,2,"(1, 2)",TRUE,0.957299853
952,7.30E-05,0.01952282,70,91.40537061,0.788041602,2,"(1, 3)",TRUE,0.965590706
953,1.41E-05,0.741901593,50,84.9431981,0.824900983,2,"(1, 3)",TRUE,0.955798337
954,2.01E-05,0.851481121,75,51.12634372,0.814052995,2,"(1, 3)",TRUE,0.956770302
955,9.94E-05,0.162829703,45,55.69778579,0.845998181,2,"(1, 3)",TRUE,0.962108401
956,1.20E-06,0.037909273,75,69.15107784,0.711842925,3,"(1, 3)",TRUE,0.960491423
957,2.23E-06,0.198159676,35,58.84588759,0.852061691,2,"(1, 3)",TRUE,0.960785068
958,3.90E-05,0.2564108,25,53.8147536,0.74354143,2,"(1, 3)",FALSE,0.963107532
959,9.24E-06,0.062295563,40,56.8229197,0.757576168,2,"(1, 3)",TRUE,0.96443316
960,7.68E-05,0.019920692,75,59.75414561,0.772129989,2,"(1, 3)",TRUE,0.966060984
961,5.80E-05,0.30797501,75,50.07344285,0.796161681,2,"(1, 1)",TRUE,0.958098473
962,5.67E-06,0.10340133,65,63.38994405,0.777961257,1,"(1, 2)",TRUE,0.965484043
963,2.95E-05,0.133404038,45,52.9413536,0.71765838,2,"(1, 3)",TRUE,0.964920324
964,4.72E-05,0.081001307,60,76.78623911,0.839237647,2,"(1, 3)",TRUE,0.965170296
965,2.39E-05,0.034483732,75,54.84152961,0.869105214,2,"(1, 3)",TRUE,0.966004883
966,3.49E-05,0.059022001,30,58.44418573,0.750526518,2,"(1, 3)",TRUE,0.966000672
967,4.29E-06,0.018922163,75,51.74705311,0.761803074,3,"(1, 3)",TRUE,0.961134793
968,3.15E-06,0.001409575,55,57.27455958,0.819329694,2,"(1, 3)",FALSE,0.963457565
969,1.66E-05,0.151546376,45,60.54040261,0.783391496,2,"(1, 3)",TRUE,0.964061129
970,2.23E-08,0.181943746,70,55.9717146,0.706953536,2,"(1, 3)",TRUE,0.953526604
971,8.45E-05,6.04E-05,20,93.39832655,0.700270563,2,"(1, 3)",TRUE,0.966109862
972,5.83E-05,0.096262194,75,54.01926749,0.738365683,1,"(1, 1)",TRUE,0.960023091
973,1.24E-05,0.410269906,75,78.41700733,0.85492366,2,"(1, 3)",TRUE,0.961270395
974,4.31E-05,0.047655419,45,52.57664138,0.769076778,2,"(1, 2)",TRUE,0.96584161
975,2.73E-05,0.074692957,50,62.12399576,0.810091417,2,"(1, 3)",TRUE,0.965205647
976,3.24E-07,0.121445394,75,51.00353478,0.791522536,2,"(1, 3)",TRUE,0.95464582
977,6.86E-05,0.875391606,25,55.37575016,0.801423971,2,"(1, 3)",TRUE,0.954132871
978,2.09E-05,0.030609023,40,57.76182025,0.829747272,3,"(1, 3)",FALSE,0.963524391
979,7.85E-06,0.001733733,35,59.56061118,0.861344947,2,"(1, 3)",TRUE,0.964810986
980,1.67E-05,0.085401519,75,61.31427887,0.721909291,2,"(1, 3)",TRUE,0.965324555
981,3.60E-05,0.019423882,65,80.16022825,0.776036045,2,"(1, 3)",TRUE,0.966646608
982,9.91E-05,0.04956377,75,64.67492022,0.823549122,2,"(1, 3)",TRUE,0.964507112
983,5.43E-05,0.10351071,60,56.75843801,0.754121098,2,"(1, 1)",TRUE,0.959286034
984,8.04E-05,0.143799204,45,50.00268833,0.785482636,1,"(1, 3)",TRUE,0.958773981
985,1.07E-05,0.064755126,30,53.72665759,0.805528175,2,"(1, 2)",TRUE,0.96448057
986,2.44E-05,0.367466784,75,82.03845042,0.844022991,2,"(1, 3)",TRUE,0.961577242
987,4.51E-05,0.036941974,75,66.04832946,0.763189851,2,"(1, 3)",TRUE,0.966097252
988,3.34E-05,0.116295443,55,62.84733724,0.745770145,2,"(1, 3)",FALSE,0.964530003
989,6.23E-05,0.215361888,45,58.50019012,0.794473436,3,"(1, 3)",TRUE,0.963242637
990,1.81E-05,0.171437956,70,51.95732565,0.732152096,2,"(1, 3)",TRUE,0.964420991
991,2.69E-05,0.689675447,75,54.87037588,0.779996354,2,"(1, 3)",TRUE,0.959556506
992,9.90E-05,0.017418414,20,55.98892016,0.8133818,2,"(1, 3)",TRUE,0.9654251
993,1.33E-05,0.062615247,75,53.22645926,0.770602641,2,"(1, 3)",TRUE,0.965183035
994,1.46E-07,0.090050698,50,57.41786419,0.831778511,2,"(1, 1)",TRUE,0.938095853
995,8.25E-05,0.038639404,45,50.83008083,0.798057405,1,"(1, 3)",TRUE,0.960482679
996,4.66E-05,0.016874734,35,60.9576807,0.83765805,2,"(1, 2)",TRUE,0.966100722
997,3.21E-05,0.000782999,75,59.7157693,0.75783626,2,"(1, 3)",TRUE,0.966495282
998,5.37E-06,0.125407406,25,54.4525189,0.788498131,2,"(1, 3)",FALSE,0.962519126
999,9.65E-06,0.053939829,75,58.84515624,0.808432177,2,"(1, 3)",TRUE,0.964733286
1000,9.95E-05,0.07769767,40,63.84263655,0.739312062,3,"(1, 3)",TRUE,0.963917258
